Country,City,Longitude,Latitude,count
NZ,Invercargill,168.35,-46.41,1
NZ,Dunedin,170.5,-45.87,1
NZ,Southland,167.71,-45.41,1
NZ,Christchurch,172.61,-43.53,1
NZ,Wellington,174.78,-41.29,1
NZ,Nelson,173.28,-41.28,1
NZ,Wellington,174.9,-41.21,1
NZ,Napier,176.92,-39.49,1
NZ,Rotorua,176.25,-38.14,1
NZ,Taranaki,175.47,-37.88,1
AU,Melbourne,144.95,-37.82,1
AU,Melbourne,144.97,-37.82,1
AU,Melbourne,144.96,-37.81,1
AU,Melbourne,144.97,-37.81,2
NZ,Hamilton,175.28,-37.79,1
NZ,Hamilton,175.28,-37.76,1
NZ,Tauranga,176.17,-37.68,1
NZ,Auckland,174.91,-36.93,1
NZ,Auckland,174.68,-36.91,1
NZ,Auckland,174.84,-36.91,1
NZ,Auckland,174.73,-36.88,1
NZ,Auckland,174.78,-36.88,1
NZ,Auckland,174.78,-36.87,1
NZ,Auckland,174.77,-36.85,2
NZ,Auckland,174.83,-36.85,1
CL,Concepcion,-73.05,-36.84,1
CL,Concepcion,-73.06,-36.83,1
CL,Concepcion,-73.04,-36.82,1
NZ,Auckland,174.61,-36.82,1
CL,Concepcion,-73.07,-36.79,1
NZ,Auckland,174.77,-36.79,1
CL,Chillan,-72.1,-36.61,1
AR,Boulogne,-57.87,-34.88,1
AR,Ezeiza,-58.53,-34.8,1
AR,Buenos Aires,-58.4,-34.77,1
AR,Quilmes,-58.26,-34.72,1
AR,San Justo,-58.56,-34.69,1
AR,Avellaneda,-58.37,-34.68,1
AR,Buenos Aires,-58.57,-34.64,1
AR,Moron,-58.65,-34.63,1
AR,Caba,-58.44,-34.62,1
AR,Buenos Aires,-58.43,-34.62,2
AR,Buenos Aires,-58.38,-34.62,2
AR,Buenos Aires,-58.37,-34.62,1
AR,Buenos Aires,-58.52,-34.61,1
AR,Buenos Aires,-58.38,-34.61,3
AR,Buenos Aires,-58.37,-34.61,4
AR,Buenos Aires,-58.36,-34.61,1
AR,Buenos Aires,-58.44,-34.6,1
AR,Buenos Aires,-58.41,-34.6,3
AR,Buenos Aires,-58.4,-34.6,2
AR,Buenos Aires,-58.39,-34.6,6
AR,Buenos Aires,-58.38,-34.6,5
AR,Caba,-58.38,-34.6,1
AR,Buenos Aires,-58.37,-34.6,5
AR,Caba,-58.37,-34.6,1
AR,Buenos Aires,-58.36,-34.6,1
AR,Buenos Aires,-58.43,-34.59,1
AR,Buenos Aires,-58.41,-34.59,3
AR,Buenos Aires,-58.4,-34.59,1
AR,Caba,-58.4,-34.59,1
AR,Buenos Aires,-58.39,-34.59,2
AR,Buenos Aires,-58.38,-34.59,1
AR,Buenos Aires,-58.48,-34.58,1
AR,Buenos Aires,-58.44,-34.58,2
AR,Buenos Aires,-58.43,-34.58,2
AR,Buenos Aires,-58.41,-34.58,2
AR,Buenos Aires,-58.4,-34.58,2
AR,Buenos Aires,-58.46,-34.57,1
AR,Buenos Aires,-58.44,-34.57,4
AR,Buenos Aires,-58.42,-34.57,2
AR,Buenos Aires,-58.46,-34.56,2
AR,Buenos Aires,-58.45,-34.56,1
AR,Buenos Aires,-58.49,-34.55,2
AR,Buenos Aires,-58.47,-34.55,1
AR,Caba,-58.45,-34.55,1
AR,Buenos Aires,-58.47,-34.54,1
AR,Buenos Aires,-58.46,-34.54,1
AR,Buenos Aires,-58.7,-34.53,1
AR,Vicente Lopez,-58.47,-34.53,1
AR,Martinez,-58.52,-34.51,1
AR,San Isidro,-58.55,-34.49,1
AR,Buenos Aires,-58.5,-34.49,1
AR,Martinez,-58.49,-34.48,1
AR,Buenos Aires,-58.51,-34.47,1
AR,Pilar,-58.86,-34.46,1
AR,Pilar,-58.92,-34.45,1
AR,Tortuguitas,-58.73,-34.45,1
AR,Tigre,-58.66,-34.4,1
CL,Rancagua,-70.73,-34.18,1
CL,Rancagua,-70.74,-34.17,1
AU,Sydney,151.21,-33.88,2
AU,Sydney,151.21,-33.87,3
AU,Parramatta,151,-33.82,1
AU,Westmead,150.99,-33.8,1
AU,Manly,151.29,-33.8,1
AU,Mt Druitt,150.82,-33.77,1
CL,Santiago,-70.71,-33.63,1
CL,Santiago,-70.56,-33.57,1
CL,Santiago,-70.72,-33.52,1
CL,Santiago,-70.6,-33.52,1
CL,Santiago,-70.61,-33.51,1
CL,San Joaquin,-70.62,-33.5,1
CL,Santiago,-70.58,-33.49,1
CL,Santiago,-70.75,-33.48,1
CL,Santiago,-70.76,-33.47,1
CL,Santiago,-70.6,-33.47,1
CL,Santiago,-70.68,-33.45,1
CL,Santiago,-70.66,-33.45,1
CL,Santiago,-70.65,-33.45,1
CL,Santiago,-70.57,-33.45,1
CL,Santiago,-70.66,-33.44,5
CL,Santiago,-70.65,-33.44,5
CL,Santiago,-70.63,-33.44,1
CL,Santiago,-70.56,-33.44,1
CL,Santiago,-70.66,-33.43,1
CL,Santiago,-70.63,-33.43,2
CL,SANTIAGO,-70.62,-33.43,1
CL,Santiago,-70.61,-33.43,1
CL,Santiago,-70.62,-33.42,1
CL,Santiago,-70.61,-33.42,7
CL,Santiago,-70.6,-33.42,2
CL,Santiago,-70.59,-33.42,2
CL,Santiago,-70.58,-33.42,1
CL,Santiago,-70.61,-33.41,1
CL,Santiago,-70.6,-33.41,2
CL,Santiago,-70.59,-33.41,1
CL,Santiago,-70.58,-33.41,4
CL,Santiago,-70.57,-33.41,2
CL,Santiago,-70.56,-33.41,1
CL,Santiago,-70.79,-33.4,4
CL,Santiago,-70.6,-33.4,1
CL,Santiago,-70.59,-33.4,1
CL,Santiago,-70.58,-33.4,2
CL,Santiago,-70.57,-33.4,3
CL,Santiago,-70.52,-33.4,1
CL,Santiago,-70.62,-33.39,2
CL,Santiago,-70.6,-33.39,1
CL,Santiago,-70.57,-33.39,1
CL,Santiago,-70.55,-33.39,2
CL,Santiago,-70.52,-33.39,1
AR,Pilar,-60.22,-33.39,1
CL,Santiago,-70.57,-33.38,2
CL,Santiago,-70.54,-33.38,1
CL,Santiago,-70.53,-33.38,1
CL,Santiago,-70.52,-33.37,1
CL,Santiago,-70.51,-33.37,1
CL,Santiago,-70.54,-33.36,1
CL,Santiago,-70.52,-33.36,1
CL,Santiago,-70.52,-33.35,1
CL,Santiago,-70.66,-33.31,1
CL,Santiago,-70.67,-33.19,1
CL,Valparaiso,-71.63,-33.04,1
CL,Vina del Mar,-71.56,-33.02,1
CL,Vina del Mar,-71.55,-33.02,1
CL,Vina del Mar,-71.55,-33.01,1
AR,Santa Fe,-60.7,-32.96,1
AR,Rosario,-60.65,-32.94,1
AR,Rosario,-60.67,-32.93,1
AR,Mendoza,-68.83,-32.92,1
AR,Mendoza,-68.78,-32.9,1
AR,Mendoza,-68.84,-32.89,2
AR,Mendoza,-68.84,-32.88,1
AR,Cordoba,-64.2,-31.44,2
AR,Cordoba,-64.2,-31.41,1
AR,Cordoba,-64.19,-31.41,1
AR,Cordoba,-64.24,-31.36,1
AR,Cordoba,-64.31,-31.32,1
AU,Broadbeach,153.43,-28.03,1
AU,Surfers Paradise,153.43,-28.02,1
AU,Gold Coast,153.43,-28.01,1
AU,Upper Mt Gravatt,153.09,-27.54,1
AU,Wooloongabba,153.03,-27.5,1
AU,Brisbane,153.02,-27.47,1
AU,Brisbane,153.03,-27.47,1
AU,Chermside,153.03,-27.39,1
ZA,Johannesburg,28.04,-26.15,1
ZA,Midrand,28.11,-26.02,1
ZA,Menlyn,28.28,-25.79,1
BR,Santos,-46.31,-23.98,1
BR,Sao Bernardo do Campo,-46.54,-23.73,1
BR,Sao Bernardo do Campo,-46.55,-23.69,1
BR,Sao Paulo,-46.7,-23.68,1
BR,Santo Andre,-46.53,-23.67,1
BR,Sao Paulo,-46.66,-23.63,1
BR,Sao Caetano,-46.58,-23.63,1
BR,Sao Paulo,-46.7,-23.62,4
BR,Atrium Térreo,-46.63,-23.62,1
BR,Sao Paulo,-46.7,-23.61,1
BR,Sao Paulo,-46.67,-23.61,2
BR,Sao Paulo,-46.69,-23.6,1
BR,Sao Paulo,-46.68,-23.6,1
BR,Sao Paulo,-46.66,-23.6,1
BR,Sao Paulo,-46.64,-23.6,1
BR,Sao Paulo,-46.72,-23.59,1
BR,Sao Paulo,-46.69,-23.59,2
BR,Sao Paulo,-46.68,-23.58,2
BR,Sao Paulo,-46.59,-23.58,1
BR,Sao Paulo,-46.65,-23.57,4
BR,Sao Paulo,-46.64,-23.57,3
BR,Sao Paulo,-46.66,-23.56,5
BR,Sao Paulo,-46.65,-23.56,1
BR,Sao Paulo,-46.56,-23.56,1
BR,Sao Paulo,-46.72,-23.55,1
BR,Sao Paulo,-46.65,-23.55,2
BR,Sao Paulo,-46.64,-23.55,1
BR,Sao Paulo,-46.61,-23.55,1
BR,Sao Paulo,-46.66,-23.54,1
BR,Sao Paulo,-46.58,-23.54,2
BR,Sao Paulo,-46.47,-23.54,1
BR,Sorocaba,-47.46,-23.53,1
BR,Sao Paulo,-46.68,-23.53,1
BR,Sao Paulo,-46.62,-23.52,1
BR,Sao Paulo,-46.72,-23.51,1
BR,Sao Paulo,-46.71,-23.51,1
BR,Barueri,-46.83,-23.5,1
BR,Guarulhos,-46.55,-23.49,1
BR,Sao Paulo,-46.6,-23.48,1
BR,Guarulhos,-46.54,-23.44,1
BR,Guarulhos,-46.49,-23.43,2
BR,Guarulhos,-46.48,-23.43,2
BR,Sao Jose dos Campos,-45.89,-23.22,1
BR,Sao Paulo,-46.89,-23.2,1
BR,Sao Jose do Campos,-45.88,-23.2,1
BR,Sao Jose do Campos,-45.89,-23.19,1
BR,Campinas,-47.15,-23.01,1
BR,Campinas,-47.14,-23.01,1
BR,Rio de Janeiro,-43.36,-23,2
BR,Rio de Janeiro,-43.32,-23,1
BR,Rio de Janeiro,-43.36,-22.98,1
BR,Rio de Janeiro,-43.23,-22.98,1
BR,Rio de Janeiro,-43.22,-22.98,2
BR,Rio de Janeiro,-43.2,-22.98,1
BR,Rio de Janeiro,-43.19,-22.98,1
BR,Rio de Janeiro,-43.18,-22.96,1
BR,Rio de Janeiro,-43.18,-22.95,1
BR,Rio de Janeiro,-43.18,-22.94,1
BR,Campinas,-47.08,-22.93,1
BR,Rio de Janeiro,-43.24,-22.92,1
BR,Rio de Janeiro,-43.18,-22.91,1
BR,Campinas,-47.05,-22.9,1
BR,Rio de Janeiro,-43.18,-22.9,3
BR,Niteroi,-43.12,-22.9,2
BR,Niteroi,-43.11,-22.9,1
BR,Campinas,-47.03,-22.89,1
BR,Rio de Janeiro,-43.28,-22.89,1
BR,Rio de Janeiro,-43.27,-22.88,1
BR,Campinas,-47.02,-22.86,1
BR,Campinas,-47.06,-22.85,1
BR,Rio de Janeiro,-43.25,-22.81,1
BR,Piracicaba,-47.65,-22.7,1
BR,Bauru,-49.05,-22.34,1
BR,Ribeirao Preto,-47.82,-21.21,1
BR,Ribeirao Preto,-47.81,-21.21,1
BR,Ribeirao Preto,-47.87,-21.18,1
BR,Sao Jose do Rio Preto,-49.4,-20.84,1
BR,Sao Jose do Rio Preto,-49.39,-20.84,1
BO,Santa Cruz,-63.18,-17.8,1
BO,Santa Cruz,-63.2,-17.75,1
BO,Santa Cruz,-63.19,-17.75,1
BO,Santa Cruz,-63.18,-17.75,1
PE,Arequipa,-71.54,-16.42,1
PE,Arequipa,-71.5,-16.42,1
PE,Arequipa,-71.54,-16.4,2
PE,Lima,-71.54,-16.4,1
PE,Arequipa,-71.55,-16.39,1
PE,Ica,-75.74,-14.08,1
PE,Cusco,-71.98,-13.52,1
PE,Cusco,-71.95,-13.52,1
PE,Lima,-76.86,-12.3,1
PE,Lima,-77.02,-12.15,1
PE,Lima,-76.99,-12.15,1
PE,Lima,-76.98,-12.15,2
PE,Lima,-77,-12.14,1
PE,Lima,-77.03,-12.13,1
PE,Lima,-76.98,-12.13,1
PE,Lima,-77.03,-12.12,1
PE,Lima,-77.02,-12.12,1
PE,Lima,-77.01,-12.12,1
PE,Lima,-77,-12.12,1
PE,Lima,-76.99,-12.12,1
PE,Lima,-77.04,-12.11,2
PE,Lima,-77.04,-12.1,1
PE,Lima,-77.03,-12.1,1
PE,Lima,-77.02,-12.1,1
PE,Lima,-76.99,-12.1,1
PE,Lima,-76.97,-12.1,1
PE,Lima,-77.06,-12.09,1
PE,Chimbote,-77.05,-12.09,1
PE,San Isidro,-77.05,-12.09,1
PE,Lima,-77.04,-12.09,1
PE,Lima,-77.03,-12.09,3
PE,Lima,-76.97,-12.09,1
PE,Lima,-77.08,-12.08,1
PE,Breña,-77.05,-12.08,1
PE,LIMA,-77.05,-12.08,1
PE,Lima,-76.99,-12.08,1
PE,Lima,-76.93,-12.08,1
PE,Lima,-77.05,-12.07,1
PE,Lima,-76.95,-12.07,1
PE,Lima,-75.21,-12.07,1
PE,Lima,-77.04,-12.06,2
PE,Lima,-77.03,-12.06,22
PE,Surco,-77.03,-12.06,1
PE,Lima,-77.01,-12.06,1
PE,Lima,-76.97,-12.06,1
PE,Callao - Lima,-77.11,-12.05,1
PE,Lima,-77.09,-12.05,1
PE,Lima,-77.07,-12.04,1
PE,Lima,-76.93,-12.04,1
PE,Huancayo,-75.12,-12.03,1
PE,Lima,-77.11,-12.02,1
PE,Lima,-76.97,-12.02,1
PE,Lima,-77.06,-11.99,2
PE,Lima,-77.12,-11.86,1
PE,Lima,-77.1,-11.85,1
ID,Bali,115.23,-8.8,1
ID,Badung,115.17,-8.78,1
ID,Nusa Dua,115.22,-8.77,1
ID,Denpasar,115.17,-8.74,2
ID,Badung,115.18,-8.74,1
ID,Bali,115.17,-8.73,1
ID,Bali,115.17,-8.72,2
ID,Denpasar,115.17,-8.72,1
ID,Bali,115.18,-8.72,1
ID,Denpasar,115.17,-8.71,1
ID,Kuta,115.18,-8.7,1
ID,Denpasar,115.26,-8.69,1
ID,Seminyak,115.16,-8.68,1
ID,Bali,115.21,-8.68,1
ID,Badung,115.15,-8.66,1
ID,Bali,115.11,-8.61,1
ID,Mataram,116.11,-8.59,1
ID,Bali,115.26,-8.51,1
ID,Denpasar,115.12,-8.4,1
ID,Jakarta,113.15,-8.14,1
PE,Trujillo,-79.02,-8.12,1
PE,Trujillo,-79.05,-8.1,1
ID,Malang,112.61,-7.98,1
ID,Yogyakarta,110.37,-7.79,1
ID,YOGYAKARTA,110.38,-7.78,1
ID,Yogyakarta,110.39,-7.78,1
ID,Jogyakarta,110.71,-7.61,1
ID,Surabaya,112.69,-7.43,1
ID,Surabaya,112.8,-7.37,1
ID,Surabaya,112.73,-7.35,2
ID,Surabaya,112.74,-7.34,1
ID,Surabaya,112.73,-7.33,1
ID,Surabaya,112.72,-7.29,1
ID,Surabaya,112.73,-7.29,2
ID,Surabaya,112.66,-7.28,1
ID,Surakarta,112.73,-7.28,1
ID,Surabaya,112.81,-7.28,1
ID,Surabaya,112.78,-7.27,1
ID,Surabaya,112.74,-7.26,3
ID,Surabaya,112.75,-7.26,1
ID,Semarang,107.81,-7.19,1
PE,Cajamarca,-78.51,-7.15,1
ID,Semarang,110.42,-7.13,1
ID,Semarang,110.41,-6.98,1
ID,Solo,107.58,-6.96,1
ID,Bandung,107.62,-6.94,1
ID,Bandung,107.64,-6.93,1
ID,Bandung,107.62,-6.92,1
ID,Bandung,107.61,-6.91,1
ID,Bandung,107.58,-6.9,1
ID,Bandung,107.62,-6.9,1
ID,Bandung,107.6,-6.89,1
ID,Bandung,107.6,-6.88,1
PE,Chiclayo,-79.84,-6.78,1
ID,Cirebon,108.55,-6.74,1
ID,Bandung,107.44,-6.67,1
ID,Puncak,106.87,-6.66,1
ID,Bogor,106.84,-6.64,1
ID,Bogor,106.82,-6.62,1
ID,Bogor,106.8,-6.61,1
ID,Bogor,106.8,-6.59,1
ID,Bogor,106.84,-6.58,1
ID,Jakarta,106.89,-6.57,1
ID,Bogor,106.77,-6.56,1
ID,Bogor,106.85,-6.55,1
ID,Cikampek,107.72,-6.51,2
ID,Bandung,107.44,-6.47,1
ID,Bogor,106.84,-6.45,1
ID,Karawang,107.4,-6.39,1
ID,Jakarta,106.91,-6.38,1
ID,Depok,106.83,-6.36,1
ID,Jakarta,106.89,-6.36,1
ID,Bekasi,107.21,-6.35,1
ID,Jakarta,106.89,-6.34,1
ID,JAKARTA,106.79,-6.32,1
ID,DKI Jakarta,106.85,-6.3,1
ID,Jakarta,106.85,-6.3,2
ID,Jakarta Selatan,106.85,-6.3,1
ID,Tangerang,106.72,-6.29,1
ID,Jakarta,106.8,-6.29,2
ID,Jakarta,106.81,-6.29,1
ID,Jakarta,106.82,-6.29,1
ID,Jogjakarta,106.97,-6.29,1
ID,Bekasi,107.17,-6.29,1
ID,Banten,106.71,-6.28,1
ID,Jakarta,106.78,-6.28,1
ID,Jakarta,106.79,-6.28,1
ID,Jakarta,106.8,-6.28,1
ID,Jakarta,106.81,-6.28,1
ID,Bekasi,107.17,-6.28,1
ID,Tangerang,106.74,-6.27,1
ID,Tangerang,106.75,-6.27,1
ID,Jakarta,106.78,-6.27,1
ID,Jakarta,106.8,-6.27,1
ID,Jakarta,106.83,-6.27,1
ID,Bekasi,106.97,-6.27,1
ID,Jakarta,107.04,-6.27,1
ID,Tangerang,106.65,-6.26,1
ID,Tangerang,106.66,-6.26,2
ID,Jakarta,106.78,-6.26,1
ID,Jakarta,106.8,-6.26,1
ID,Jakarta,106.81,-6.26,1
ID,Jakarta,106.85,-6.26,1
ID,Jakarta,106.89,-6.26,1
ID,Jakarta,106.78,-6.25,1
ID,Jakarta,106.8,-6.25,1
ID,Bekasi,106.96,-6.25,1
ID,Bekasi,106.97,-6.25,1
ID,Jakarta,106.78,-6.24,2
ID,Jakarta,106.8,-6.24,1
ID,Makassar,106.8,-6.24,1
ID,Medan,106.81,-6.24,1
ID,Jakarta,106.82,-6.24,1
ID,Jakarta,106.83,-6.24,3
ID,Jakarta,106.84,-6.24,2
ID,Jakarta,106.85,-6.24,1
ID,Jakarta,106.9,-6.24,1
ID,Bogor,106.59,-6.23,1
ID,Tangerang,106.61,-6.23,1
ID,Jakarta,106.8,-6.23,6
ID,Jakarta Selatan,106.8,-6.23,1
ID,Jakarta,106.82,-6.23,1
ID,Jakarta Selatan,106.82,-6.23,1
ID,Jakarta,106.83,-6.23,3
ID,Jakarta,106.78,-6.22,1
ID,Jakarta,106.81,-6.22,1
ID,Jakarta,106.82,-6.22,5
ID,Jakarta,106.83,-6.22,7
ID,Jakarta,106.87,-6.22,1
ID,Batam,106.93,-6.22,1
ID,Palembang,107,-6.22,1
ID,Banten,106.68,-6.21,1
ID,Tangerang,106.68,-6.21,1
ID,Jakarta,106.82,-6.21,6
ID,Jakarta,106.83,-6.21,2
ID,Tangerang,106.63,-6.2,1
ID,Jakarta,106.79,-6.2,1
ID,DKI Jakarta,106.82,-6.2,1
ID,Jakarta,106.82,-6.2,7
ID,Jakarta,106.83,-6.2,1
ID,Cilegon,106.43,-6.19,1
ID,Banten,106.64,-6.19,1
ID,Jakarta,106.73,-6.19,2
ID,Jakarta,106.75,-6.19,1
ID,Jakarta Barat,106.76,-6.19,1
ID,Jakarta,106.8,-6.19,1
ID,Jakarta,106.82,-6.19,3
ID,Jakarta Pusat,106.83,-6.19,1
ID,Makassar,106.83,-6.19,1
ID,Jakarta,106.84,-6.19,1
ID,Jakarta,106.86,-6.19,1
ID,Jakarta,106.95,-6.19,1
ID,Tangerang,106.39,-6.18,1
ID,East Jakarta,106.53,-6.18,1
ID,Tangerang,106.63,-6.18,1
ID,Jakarta,106.74,-6.18,1
ID,Jakarta,106.78,-6.18,1
ID,Jakarta,106.79,-6.18,1
ID,Jakarta,106.8,-6.18,1
ID,Jakarta,106.81,-6.18,1
ID,Jakarta,106.82,-6.18,1
ID,Jakarta,106.83,-6.18,3
ID,Jakarta,106.84,-6.18,1
ID,Jakarta,106.47,-6.17,1
ID,Tangerang,106.64,-6.17,1
ID,Jakarta,106.79,-6.17,2
ID,Jakarta Barat,106.79,-6.17,1
ID,Jakarta,106.83,-6.17,1
ID,Jakarta,106.89,-6.17,1
ID,Jakarta,106.9,-6.17,1
ID,Jakarta,106.9,-6.16,1
ID,Jakarta,106.82,-6.15,1
ID,Kecamatan Taman Sari,106.82,-6.15,1
ID,Jakarta,106.84,-6.15,1
ID,Jakarta,106.88,-6.15,1
ID,Jakarta Utara,106.89,-6.15,1
ID,Jakarta,106.47,-6.14,1
ID,Jakarta,106.48,-6.14,1
ID,Jakarta,106.77,-6.14,1
ID,Jakarta,106.81,-6.14,1
ID,Jakarta,106.85,-6.14,1
ID,Jakarta Utara,106.79,-6.13,1
ID,Jakarta,106.83,-6.13,1
ID,Jakarta Utara,106.83,-6.13,1
ID,Makassar,106.85,-6.13,1
ID,Jakarta,106.49,-6.12,1
ID,Jakarta,106.5,-6.12,1
ID,Jakarta,106.65,-6.12,2
ID,Jakarta,106.67,-6.12,1
ID,Tangerang,106.67,-6.12,1
ID,Jakarta Utara,106.78,-6.12,1
ID,Jakarta Utara,106.79,-6.12,1
ID,Jakarta,106.47,-6.11,1
ID,Jakarta,106.78,-6.11,1
ID,Tangerang,106.41,-6.07,1
ID,Jakarta,106.44,-6.06,1
ID,Banten,106.16,-6.04,1
ID,Lampung,105.15,-5.23,1
PE,Piura,-80.64,-5.19,1
PE,Piura,-80.63,-5.19,1
ID,Makassar,119.42,-5.14,1
ID,Palembang,104.74,-2.98,1
ID,Palembang,104.76,-2.98,1
ID,Balikpapan,116.9,-1.26,1
ID,Balikpapan,116.82,-1.22,1
ID,Balikpapan,116.88,-1.16,1
ID,Samarinda,117.11,-0.53,1
ID,Pontianak,109.4,-0.15,1
ID,Pontianak,109.34,-0.05,1
ID,Pekanbaru,101.45,0.51,1
ID,Semarang,110.32,0.59,1
ID,Jogjakarta,108.98,0.93,1
ID,Batam,104.06,1.13,1
SG,Singapore,103.82,1.25,1
SG,Sentosa Island,103.81,1.26,1
SG,Singapore,103.82,1.26,4
SG,Singapore,103.71,1.27,1
SG,Singapore,103.8,1.27,2
SG,Singapore,103.84,1.27,2
SG,singapore,103.84,1.28,1
SG,Singapore,103.85,1.28,13
SG,Singapore,103.86,1.28,1
SG,Singapore,103.78,1.29,3
SG,Singapore,103.79,1.29,1
SG,Singapore,103.8,1.29,1
SG,Singapore,103.83,1.29,3
SG,singapore,103.85,1.29,1
SG,Singapore,103.85,1.29,6
SG,Singapore,103.86,1.29,5
SG,Singapore,103.77,1.3,2
SG,Singapore,103.79,1.3,2
SG,Singapore,103.82,1.3,1
SG,Singapore,103.83,1.3,3
SG,Singapore,103.84,1.3,7
SG,Singapore,103.85,1.3,4
SG,Singapore,103.86,1.3,6
SG,Singapore,103.87,1.3,1
SG,Singapore,103.88,1.3,1
SG,Singapore,103.91,1.3,2
SG,Singapore,103.76,1.31,1
SG,Singapore,103.77,1.31,1
SG,Singapore,103.78,1.31,1
SG,Singapore,103.79,1.31,2
SG,Singapore,103.8,1.31,1
SG,Singapore,103.83,1.31,3
SG,Singapore,103.86,1.31,1
SG,Singapore,103.93,1.31,1
SG,Singapore,103.81,1.32,1
SG,Singapore,103.84,1.32,4
SG,Singapore,103.89,1.32,1
SG,Singapore,103.93,1.32,1
SG,Singapore,103.74,1.33,3
SG,Singapore,103.78,1.33,1
SG,Singapore,103.85,1.33,1
SG,Singapore,103.93,1.33,1
SG,Singapore,103.96,1.33,1
SG,Singapore,103.71,1.34,1
SG,Singapore,103.74,1.34,1
SG,Singapore,103.95,1.34,2
SG,Singapore,103.68,1.35,1
SG,Singapore,103.83,1.35,1
SG,Singapore,103.85,1.35,1
SG,Singapore,103.87,1.35,1
SG,Singapore,103.94,1.35,3
SG,Singapore,103.99,1.35,1
SG,Singapore,103.76,1.36,1
SG,Singapore,103.99,1.36,5
SG,Singapore,103.89,1.37,1
SG,Singapore,103.95,1.37,1
SG,Singapore,103.74,1.38,1
SG,Singapore,103.76,1.38,1
SG,Singapore,103.96,1.38,1
SG,Singapore,103.88,1.39,1
SG,Singapore,103.9,1.39,1
SG,Singapore,103.9,1.41,1
MY,Nusajaya,103.66,1.42,1
SG,Singapore,103.84,1.43,1
SG,Singapore,103.79,1.44,2
SG,Singapore,103.82,1.45,1
MY,Kulaijaya,103.75,1.46,1
MY,Johor Bahru,103.76,1.46,3
MY,Selangor,103.76,1.46,1
MY,Kota Samarahan,110.43,1.46,1
ID,Manado,124.83,1.46,1
MY,Kuala Lumpur,103.73,1.47,1
MY,Johor Bahru,103.78,1.47,1
MY,Johor Bahru,103.66,1.48,1
MY,Johor,103.76,1.48,1
MY,Johor Bahru,103.71,1.49,1
MY,Bayu Senibong,103.8,1.49,1
MY,Kuching,110.34,1.49,1
MY,Johor Bahru,103.87,1.5,1
MY,MUKIM PLENTONG,103.88,1.51,1
MY,Kuching,110.36,1.52,1
MY,Taman Molek,103.79,1.53,1
MY,Kuching,110.36,1.54,1
ID,Manado,124.92,1.54,1
MY,Johor Bahru,103.8,1.55,2
MY,Kuching,110.34,1.56,1
MY,Johor Bahru,103.75,1.58,1
MY,Johor Bharu,103.62,1.64,1
MY,Johor Bahru,103.67,1.64,1
MY,Kulai Johor,103.6,1.68,1
ID,Pekanbaru,98.93,1.98,1
MY,"Bandar Kluang, Kluang",103.32,2.04,1
MY,Muar,102.6,2.05,1
MY,Melaka,102.25,2.19,2
MY,Melaka,102.26,2.19,1
MY,Melaka Tengah,102.25,2.2,1
MY,Melaka,102.22,2.21,1
MY,Melaka,102.25,2.21,1
MY,Sibu,111.85,2.31,1
MY,Segamat Johor,102.82,2.51,1
MY,Port Dickson,101.79,2.52,1
MY,Seremban,101.91,2.7,1
MY,Sepang,101.69,2.74,4
MY,Selangor,101.71,2.75,1
MY,Sepang,101.71,2.75,1
MY,Selangor,101.68,2.78,1
MY,Cyberjaya,101.65,2.9,1
MY,Cyberjaya,101.65,2.92,1
MY,Cyberjaya,101.66,2.92,1
MY,Putrajaya,101.71,2.94,1
MY,Selangor,101.67,2.97,1
MY,Putrajaya,101.71,2.97,1
MY,Klang,101.44,2.99,1
MY,Shad Alam,101.55,2.99,1
MY,Ulu Langat,101.79,2.99,1
MY,Puchong,101.62,3,1
MY,Selangor,101.73,3.01,1
MY,Subang Jaya,101.58,3.02,1
MY,Subang Jaya,101.58,3.03,1
MY,Puchong,101.62,3.03,1
MY,Seri Kembangan,101.72,3.03,2
MY,Balakong,101.76,3.03,1
MY,Puchong,101.63,3.04,1
MY,Klang,101.46,3.05,1
MY,Subang Jaya,101.58,3.05,1
MY,Kuala Lumpur,101.69,3.05,1
MY,Klang,101.47,3.06,1
MY,Subang Jaya,101.58,3.07,1
MY,Petaling Jaya,101.59,3.07,1
MY,Subang Jaya,101.59,3.07,1
MY,Petaling Jaya,101.6,3.07,2
MY,Subang Jaya,101.6,3.07,1
MY,Petaling Jaya,101.61,3.07,2
MY,Mukim Petaling,101.45,3.08,1
MY,Shah Alam,101.52,3.08,1
MY,Kuala Lumpur,101.58,3.08,1
MY,Subang Jaya,101.58,3.08,1
MY,Selangor,101.59,3.08,1
MY,Subang Jaya,101.59,3.08,1
MY,Kuala Lumpur,101.73,3.08,1
MY,Kuala Lumpur,101.75,3.08,1
MY,Kuala Lumpur,101.44,3.09,1
MY,Kuala Lumpur,101.67,3.09,1
MY,Kuala Lumpur,101.74,3.09,1
MY,Petaling Jaya,101.6,3.1,1
MY,Petaling Jaya,101.64,3.1,2
MY,Petaling Jaya Selangor,101.65,3.1,1
MY,Kuala Lumpur,101.68,3.1,1
MY,Shah Alam,101.46,3.11,1
MY,Selangor,101.58,3.11,1
MY,Petaling Jaya,101.6,3.11,1
MY,Petaling Jaya,101.64,3.11,2
MY,Kuala Lumpur,101.68,3.11,1
MY,Selangor,101.42,3.12,1
MY,Petaling Jaya,101.62,3.12,1
